"","ODFW_ID","OSU_ID","Year","WMU","Latitude","Longitude","Sex","DAN","Nloci","C273.1","C273.2","C89.1","C89.2","OdhE.1","OdhE.2","SBTD05.1","SBTD05.2","SBTD06.1","SBTD06.2","T159s.1","T159s.2","T7.1","T7.2"
"928","16.G6.C2.22.20","SaD3735",2022,"Santiam",44.6019220010805,-122.562116999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","16.G6.C2.22.21","SaD3736",2022,"Santiam",44.6024870010805,-122.562142999995,"f","111","5","154","154","159","159","141","149",NA,NA,"191","191","183","183",NA,NA
"930","16.G6.C2.22.22","SaD3737",2022,"Santiam",44.6024910010805,-122.562295999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","16.G6.C2.22.23","SaD3738",2022,"Santiam",44.6035360010805,-122.562687999995,NA,NA,"1","142","142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","16.G6.C2.22.24","SaD3739",2022,"Santiam",44.6035810010805,-122.562734999995,NA,NA,"1",NA,NA,NA,NA,"145","145",NA,NA,NA,NA,NA,NA,NA,NA
"933","16.G6.C2.22.25","SaD3740",2022,"Santiam",44.6042780010805,-122.561678999995,"f","111","6","154","154","159","159","141","149","113","133","191","191","183","183",NA,NA
"934","16.G6.C2.22.26","SaD3741",2022,"Santiam",44.6041510010805,-122.561707999995,"f","111","6","154","154","159","159","141","149","113","133","191","191","183","183",NA,NA
"935","16.G6.C2.22.27","SaD3742",2022,"Santiam",44.6040430010806,-122.561611999995,"f","111","6","154","154","159","159","141","149","113","133","191","191","183","183",NA,NA
"936","16.G6.C2.22.28","SaD3743",2022,"Santiam",44.6040180010805,-122.561543999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","16.G6.C2.22.29","SaD3744",2022,"Santiam",44.6040730010805,-122.561361999995,"f","225","5","154","154","159","159",NA,NA,"113","113","191","191","183","183",NA,NA
"938","16.G6.C2.22.30","SaD3745",2022,"Santiam",44.6038630010805,-122.559226999995,NA,NA,"4","154","154",NA,NA,"149","149","133","133","195","195",NA,NA,NA,NA
"939","16.G6.C2.22.31","SaD3746",2022,"Santiam",44.6035720010805,-122.557879999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","16.G6.C2.22.32","SaD3747",2022,"Santiam",44.6028110010805,-122.554204999995,NA,NA,"1",NA,NA,NA,NA,"149","149",NA,NA,NA,NA,NA,NA,NA,NA
"941","16.G6.C2.22.33","SaD3748",2022,"Santiam",44.6027350010805,-122.554093999995,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"203","203",NA,NA
"942","16.G6.C2.22.34","SaD3749",2022,"Santiam",44.6030240010805,-122.551533999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","16.G6.C3.22.01","SaD3750",2022,"Santiam",44.6023060010804,-122.547551999995,NA,NA,"2",NA,NA,"179","179","149","149",NA,NA,NA,NA,NA,NA,NA,NA
